organisation,year,vendor_country,vendor_name,amount,description,country_code,Type,Period
NATO,2018,United States,RELLI TECHNOLOGY INC,340950.38,PURCHASE OF BOLT  MACHINE,USA,Orders Awarded,Q3Q4
NATO,2018,United States,RIDGE INSTRUMENTS CO INC,276577.84,"SUPPLY OF ACTUATOR, EXPLOSIVE, LINEAR",USA,Orders Awarded,Q1Q2
NATO,2018,United States,S3 REPAIR SERVICES LLC,1369413.6,UDLM CN235/B200 AIRCRAFT COMPONENT AHA1802,USA,Outline Agreement,Q3Q4
NATO,2018,United States,SIKORSKY INTERNATIONAL OPERATIONS,266133.66,PURCHASE OF HOUSING  MECHANICAL DRIVE FOR HELICOPTER S-70,USA,Orders Awarded,Q3Q4
NATO,2018,United States,SOI AVIATION,138355.0,SUPPLY OF FILTER FLUID,USA,Orders Awarded,Q1Q2
NATO,2018,United States,SOI AVIATION,155776.52,SUPPLY OF ARMATURE ASSY,USA,Orders Awarded,Q1Q2
NATO,2018,United States,STANGENES INDUSTRIES INC,557227.86,SOLID STATE MODULATOR SPARE PARTS,USA,Orders Awarded,Q1Q2
NATO,2018,United States,STANGENES INDUSTRIES INC,1151366.12,DLM  OSM  CM  AND PDS ON HIGH VOLTAGE RADAR COMPONENTS,USA,Outline Agreement,Q1Q2
NATO,2018,United States,STIDD SYSTEMS INC.,1466452.08,SUPPLY OF DIVER PROPULSION DEVICES,USA,Orders Awarded,Q1Q2
NATO,2018,United States,"TACTICAL COMMUNICATIONS GROUP, LLC",306646.6,PURCHASE OF BATTLEFIELD OPERATIONAL SUPPORT SYSTEM,USA,Orders Awarded,Q3Q4
NATO,2018,United States,TERMA NORTH AMERICA INC,5596591.32,PROCUREMENT COMPONENTS OF AN/ALQ-213 COUNTER MEASURES SET FOR AIRCRAFT F- 16,USA,Orders Awarded,Q3Q4
NATO,2018,United States,"THE MACHINE LAB, INC.",9751910.58,SUPPLY OF EOD ROBOTS,USA,Orders Awarded,Q1Q2
NATO,2018,United States,TRANSUPPORT INC,169348.88,SUPPLY OF NOZZLE TURBINE AIRCRAFT GAS TURBINE ENGINE,USA,Orders Awarded,Q3Q4
NATO,2018,United States,"TREAS NYC, NEW YORK, NY US",248183.5,TRANSPORTATION SERVICES,USA,Orders Awarded,Q3Q4
NATO,2018,United States,UNICAL DEFENSE INC,457487.18,PROCUREMENT OF ELECTRON TUBES,USA,Orders Awarded,Q1Q2
NATO,2018,United States,UNITED TECHNOLOGIES INT'L CORP,3543616.7,PROCUREMENT OF DIFFUSER CASES FOR TF33 ENGINE,USA,Outline Agreement,Q1Q2
NATO,2018,United States,US DYNAMICS CORPORATION,138557.96,ROW TRANSMITTERS REPAIRS,USA,Orders Awarded,Q3Q4
NATO,2018,United States,VIASAT,267981.54,PURCHASE OF RADAR PARTS,USA,Orders Awarded,Q3Q4
NATO,2018,United States,WESCO MANUFACTURING INC,99537.72,"SUPPLY OF FILTER, FLUID AND OSCILLATOR, VOLTAGE (SPARE PARTS) FOR HAWK",USA,Orders Awarded,Q1Q2
NATO,2018,United States,WOODARD ELECTRIC INC,109698.7,PROCUREMENT OF MMS,USA,Orders Awarded,Q3Q4
NATO,2018,United States,YARO SUPPLY COMPANY,102635.22,CLAMP COUPLING FOR ITAS (IMPROVED TARGET ACQUISITION SYSTEM),USA,Outline Agreement,Q3Q4
NATO,2019,Afghanistan,AFGHAN UNION TRANSPORTATION,4145892.8,PROVISION OF RECEIVING  STAGING  DELIVERY AND INSTALLATION SERVICES,AFG,Outline Agreement,Q1Q2
NATO,2019,Albania,EUROING,10067555.68,DESIGN AND BUILD SERVICES,ALB,Orders Awarded,Q1Q2
NATO,2019,Belgium,ACAL BFI BELGIUM SA,97413.12,PROVISION OF MLRS SPARE PARTS,BEL,Orders Awarded,Q3Q4
NATO,2019,Belgium,BLACK BOX NETWORK SERVICES SA,255982.72,PROCUREMENT OF VARIOUS MATERIAL FOR PATRIOT EQUIPMENT,BEL,Orders Awarded,Q1Q2
NATO,2019,Belgium,ELCOS BVBA,188216.0,SUPPLY OF RADIO FREQUENCE,BEL,Orders Awarded,Q1Q2
NATO,2019,Belgium,LEONARDO BELGIUM,90295.52,SUPPLY OF BLADE  ROTARY WING,BEL,Orders Awarded,Q1Q2
NATO,2019,Belgium,LEONARDO BELGIUM,105284.48,PROCUREMENT OF SADDLE  KID  LAND FOR HELICOPTER: AB-212,BEL,Orders Awarded,Q3Q4
NATO,2019,Belgium,LEONARDO BELGIUM,130047.68,PROCUREMENT OF FREE WHEEL ASSEMBLY,BEL,Orders Awarded,Q1Q2
NATO,2019,Belgium,MICHELIN,100800.0,PROVISION OF ARMORED VEHICLES TYRES,BEL,Outline Agreement,Q3Q4
NATO,2019,Belgium,MICHELIN,737632.0,SUPPLY OF TYRES,BEL,Outline Agreement,Q1Q2
NATO,2019,Belgium,RANDSTAD BELGIUM NV,8400000.0,INTERIM MANPOWER SUPPORT,BEL,Outline Agreement,Q1Q2
NATO,2019,Belgium,SEYNTEX NV,1578362.24,PROVISION OF EXTREME COLD WEATHER CLOTHING,BEL,Orders Awarded,Q1Q2
NATO,2019,Belgium,TELENET NV/SA,178437.28,SUPPLY OF FIRE WALL EQUIPMENT,BEL,Orders Awarded,Q1Q2
NATO,2019,Belgium,TELENET NV/SA,178437.28,SUPPLY OF FIRE WALL EQUIPMENT,BEL,Orders Awarded,Q1Q2
NATO,2019,Belgium,VAREC NV,139384.0,PROCUREMENT OF LEOPARD SPARES,BEL,Orders Awarded,Q1Q2
NATO,2019,Canada,2091635 ONTARIO INC DOING BUSINESS,346307.36,PROVISIONS OF AMMUNITION,CAN,Orders Awarded,Q1Q2
NATO,2019,Canada,CANAMIDEX INTERNATIONAL CORP,272272.0,PROVISION OF BLADE ASSY,CAN,Orders Awarded,Q3Q4
NATO,2019,Canada,CANMIL,784078.4,BURLAP SANDBAGS,CAN,Outline Agreement,Q3Q4
NATO,2019,Canada,EMERGENT BIOSOLUTIONS CANADA,5488000.0,RDSL - REACTIVE SKIN DECONTAMINATION LOTION,CAN,Outline Agreement,Q3Q4
NATO,2019,Canada,GENERAL DYNAMICS,451693.76,PROVISION OF AMMUNITION,CAN,Orders Awarded,Q1Q2
NATO,2019,Canada,JAS FORWARDING WORLDWIDE INC.,1485992.48,FREIGHT FORWARDING SERVICES,CAN,Outline Agreement,Q1Q2
NATO,2019,Canada,KAYCOM INC,486418.24,PROVISION OF SPARE PARTS FOR TOW SYSTEM,CAN,Orders Awarded,Q3Q4
NATO,2019,Czechia,OZM RESEARCH SRO,155668.8,SUPPLY OF EXPLOSIVES TEST MACHINE,CZE,Orders Awarded,Q1Q2
NATO,2019,Czechia,SELLIER & BELLOT JSC,95760.0,PROVISION OF AMMUNITION,CZE,Orders Awarded,Q1Q2
NATO,2019,Czechia,SELLIER & BELLOT JSC,229600.0,SUPPLY OF AMMUNITION,CZE,Orders Awarded,Q3Q4
NATO,2019,Czechia,SELLIER & BELLOT JSC,526730.4,PROVISION OF AMMUNITION,CZE,Orders Awarded,Q3Q4
NATO,2019,Czechia,STV GROUP AS,4928000.0,PROVISION OF AMMUNITION,CZE,Orders Awarded,Q1Q2
NATO,2019,Denmark,EMPLY INTERNATIONAL APS,375200.0,E-RECRUITMENT SOFTWARE,DNK,Outline Agreement,Q1Q2
NATO,2019,Denmark,RUBTEC AS,149856.0,PROVISION OF LEOPARD TRACK SHOES,DNK,Orders Awarded,Q3Q4
NATO,2019,Finland,SHARKMED OY,2548000.0,PROVISION OF MEDICAL CONSUMABLES,FIN,Outline Agreement,Q1Q2
NATO,2019,France,AART ELECTRONICS,113916.32,PROVISION OF SPARE PARTS FOR ANFPS 117 RADAR,FRA,Orders Awarded,Q1Q2
NATO,2019,France,AERO NET PRODUCTION,734720.0,PROVISION OF AKN CONTAINERS ALUMINIUM DOORS,FRA,Outline Agreement,Q1Q2
NATO,2019,France,AIRBUS DEFENCE AND SPACE SAS FRANCE,141395.52,SUPPLY OF SPARE PARTS FOR MLRS SYSTEM,FRA,Orders Awarded,Q3Q4
NATO,2019,France,AIRBUS HELICOPTERS,90672.96,SUPPLY OF ANTENNA ASSEMBLY,FRA,Orders Awarded,Q3Q4
NATO,2019,France,AIRBUS HELICOPTERS,166689.6,SUPPLY OF HOUSING  INDICATOR,FRA,Orders Awarded,Q1Q2
NATO,2019,France,AIRBUS HELICOPTERS,206317.44,SUPPLY OF COWLING FOR AS-532UL,FRA,Orders Awarded,Q1Q2
NATO,2019,France,AIRBUS HELICOPTERS,244014.4,SUPPLY OF BLADE ROTARY WING,FRA,Orders Awarded,Q3Q4
NATO,2019,France,AIRBUS HELICOPTERS,309400.0,INSPECTION/REPAIR/OVERHAUL OF PROPELLER SHAFT USED ON AS532 COUGAR HELICOPTER,FRA,Outline Agreement,Q1Q2
NATO,2019,France,AIRBUS HELICOPTERS,410739.84,SUPPLY OF ALTIMETER SET,FRA,Orders Awarded,Q1Q2
NATO,2019,France,AIRBUS HELICOPTERS,6212928.96,INSPECTION/REPAIR/OVERHAUL OF GEARBOXES FOR COUGAR HELICOPTERS,FRA,Orders Awarded,Q3Q4
NATO,2019,France,AVIALL INC,97655.04,SUPPLY OF CASE  DIFFUSER  AIRCRAFT GAS TURBINE ENGIN FOR A/C OH58,FRA,Orders Awarded,Q3Q4
NATO,2019,France,BALTIC GENESIS,212800.0,"SUPPORT SERVICES OF ""LIFTING AND HANDLING"" EQUIPMENT USED ON THE MLRS VEHICLES",FRA,Outline Agreement,Q3Q4
NATO,2019,France,DIGINEXT,249200.0,UPDATE OF TACT-X SIMULATOR PLATFORM,FRA,Orders Awarded,Q1Q2
NATO,2019,France,EMD EQUIPMENT METIERS DEFENSE,1036000.0,PROVISION OF MEDICAL CONSUMABLES,FRA,Outline Agreement,Q1Q2
NATO,2019,France,FPM - FOURNITURES DE PRODUITS MANUFACTURÉS,336000.0,PROVISION OF SPARE PARTS VEHICLES,FRA,Outline Agreement,Q3Q4
NATO,2019,France,L'HOTELLIER,151144.0,SUPPLY OF CONTROL UNIT,FRA,Orders Awarded,Q1Q2
NATO,2019,France,LOSBERGER RDS,3315975.04,SOFT SHELTERS AND SERVICES,FRA,Orders Awarded,Q1Q2
NATO,2019,France,MBDA FRANCE,126672.0,DEMILITARIZATION OF AMMUNITION,FRA,Orders Awarded,Q3Q4
NATO,2019,France,MECHANICAL SPARE PARTS FRANCE SARL,287056.0,SUPPLY OF TIRES,FRA,Orders Awarded,Q1Q2
NATO,2019,France,PRECIA MOELEN SERVICES,2184000.0,SUPPLY OF SCALES,FRA,Outline Agreement,Q1Q2
NATO,2019,France,RIVOLIER,753104.8,TRAINING CONVERSION KITS FOR FIREARMS,FRA,Outline Agreement,Q3Q4
NATO,2019,France,SAFRAN ELECTRONICS & DEFENSE,5165596.8,PROCUREMENT OF NIGHT VISION VIEWERS,FRA,Orders Awarded,Q3Q4
NATO,2019,France,SAFRAN ELECTRONICS & DEFENSE,10080000.0,TACP & FO  SPARES  DOCUMENTATION  TRAINING AND SERVICES,FRA,Outline Agreement,Q1Q2
NATO,2019,France,SAFRAN HELICOPTER ENGINES,322280.0,SUPPLY OF FUEL CONTROL,FRA,Orders Awarded,Q1Q2
NATO,2019,France,SANOFI PASTEUR,128301.6,SUPPLY OF VACCINES,FRA,Outline Agreement,Q1Q2
NATO,2019,Georgia,TOYOTA CENTER TBLISI LTD,453866.56,PROCUREMENT OF VARIOUS TYPE OF TOYOTA VEHICLES,GEO,Orders Awarded,Q1Q2
NATO,2019,Germany,ACSE GMBH,281331.68,SUPPLY AND INSTALLATION OF DOWNLINK KIT FOR H145M  HELICOPTERS,DEU,Orders Awarded,Q3Q4
NATO,2019,Germany,AIRBUS DEFENSE AND SPACE,98308.0,SUPPLY OF SPARES FOR MLRS,DEU,Orders Awarded,Q3Q4
NATO,2019,Germany,ARNDT AUTOMOBILE GMBH,349798.4,DEPLOYMENT OF VEHICLES - MINIBUS,DEU,Orders Awarded,Q3Q4
NATO,2019,Germany,CAMSO DEUTCHLAND,4649694.56,BV TRACK PADS,DEU,Outline Agreement,Q3Q4
NATO,2019,Germany,CARIMEX GMBH & CO KG,133042.56,SUPPLY OF GTK BOXER SPARE PARTS,DEU,Orders Awarded,Q3Q4
NATO,2019,Germany,COLAK GMBH,101336.48,PROVISION OF SPARE PARTS PZH2000,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,CONDOK GMBH,190512.0,PROVISION OF FLOODLIGHT SET  ELECTRIC,DEU,Orders Awarded,Q3Q4
NATO,2019,Germany,DOENGES GMBH & CO KG,147327.04,PROVISION OF HELICOPTER MK88A REPAIR TOOL KITS,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,ECOLOG DEUTSCHLAND GMBH,1881600.0,GLOBAL FOOD SUPPLY,DEU,Orders Awarded,Q3Q4
NATO,2019,Germany,ECOLOG DEUTSCHLAND GMBH,2666295.52,MINOR NEW WORK TEAM,DEU,Outline Agreement,Q1Q2
NATO,2019,Germany,ECOLOG DEUTSCHLAND GMBH,61600000.0,PROVISION OF CATERING HUMAN RESOURCES,DEU,Outline Agreement,Q1Q2
NATO,2019,Germany,ECOLOG DEUTSCHLAND GMBH,175840000.0,PROVISION OF GLOBAL FOOD SUPPLY,DEU,Outline Agreement,Q1Q2
NATO,2019,Germany,ECOLOG DEUTSCHLAND GMBH,370720000.0,PROVISION OF GLOBAL CATERING OPERATIONS,DEU,Outline Agreement,Q1Q2
NATO,2019,Germany,ELBE GELENKWELLEN SERVICE GMBH,177856.0,PROVISION OF SPARE PARTS FOR BOXER,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,ELBE GELENKWELLEN SERVICE GMBH,184488.64,SUPPLY OF BOXER SPARES,DEU,Orders Awarded,Q3Q4
NATO,2019,Germany,ESG ELEKTRONIKSYSTEM- UND LOGISTIK,183125.6,SPARE PARTS FOR COBRA SYSTEM,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,ESG ELEKTRONIKSYSTEM- UND LOGISTIK,480975.04,SOFTWARE DEVELOPMENT AND ON-SITE SUPPORT TRAINING FOR THE PANZER BRIGADE.,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,FEPS GMBH,798070.56,CONSTRUCTION MULTIPURPOSE WAREHOUSE AND JOINT READINESS OPS CENTER,DEU,Orders Awarded,Q3Q4
NATO,2019,Germany,FEPS GMBH,2220034.88,CONSTRUCTION OF BUILDINGS AND ROADS REFURBISHMENTS,DEU,Orders Awarded,Q3Q4
NATO,2019,Germany,FEPS GMBH,2458774.08,CONSTRUCTION - PERMANENT AMMUNITION STORAGE AREA,DEU,Orders Awarded,Q3Q4
NATO,2019,Germany,FEPS GMBH,370720000.0,PROVISION OF GLOBAL CATERING OPERATIONS,DEU,Outline Agreement,Q1Q2
NATO,2019,Germany,GENERAL DYNAMICS EUROPEAN,560000.0,PROVISION OF SECOND HAND UNIMOGS,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,GENTAS GmbH,2576000.0,PROVISION OF MULTI-PURPOSE TOOL & ACCESSORIES,DEU,Outline Agreement,Q3Q4
NATO,2019,Germany,GLOBAL LOGISTICS SUPPORT GMBH,119844.48,SUPPLY OF SPARES FOR PHZ2000,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,GLOBAL LOGISTICS SUPPORT GMBH,182784.0,PROVISION OF PZH SPARES,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,GLOBAL LOGISTICS SUPPORT GMBH,186400.48,SUPPLY OF SPARE PARTS LEOPARD,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,GLOBAL LOGISTICS SUPPORT GMBH,222286.4,PROVISION OF SPARE PARTS FOR PzH2000,DEU,Orders Awarded,Q3Q4
NATO,2019,Germany,GLOBAL LOGISTICS SUPPORT GMBH,257213.6,PROVISION OF SPARE PARTS FOR PzH2000,DEU,Orders Awarded,Q3Q4
NATO,2019,Germany,GLOBAL LOGISTICS SUPPORT GMBH,293530.72,PROVISION OF SPARE PARTS FOR BOXER PROJECT,DEU,Orders Awarded,Q3Q4
NATO,2019,Germany,HEINEN ELEKTRONIK GMBH,147928.48,SUPPLY OF SPARES FOR PHZ2000,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,HENSOLDT OPTRONICS GMBH,313266.24,PROVISION OF SPARE PARTS FOR PzH2000,DEU,Orders Awarded,Q3Q4
NATO,2019,Germany,HENSOLDT SENSORS GMBH,91284.48,PROVISION OF PARTS FOR THE SUPPORT OF THE ANFPS117 RADAR SYSTEM,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,HENSOLDT SENSORS GMBH,449097.6,PROVISION OF SPARE PARTS FOR THE SUPPORT OF ANFPS117 RADAR SYSTEM.,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,INDUSTRIE-HYDRAULIK VOGEL & PARTNER,92841.28,PROVISION OF SPARE PARTS FOR AMRAAM,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,INDUSTRIE-HYDRAULIK VOGEL & PARTNER,299444.32,PROVISION OF SPARE PARTS FOR AMRAAM,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,J.P. SAUER & SOHN MASCHINENBAU GmbH,224000.0,PROVISION OF SPARE PARTS FOR AIR COMPRESSORS,DEU,Outline Agreement,Q1Q2
NATO,2019,Germany,KIDDE-DEUGRA,99630.72,SUPPLY OF GTK BOXER SPARE PARTS,DEU,Orders Awarded,Q3Q4
NATO,2019,Germany,KIDDE-DEUGRA,106682.24,SUPPLIES FOR THE BOXER AND PANZER,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,KIDDE-DEUGRA,120666.56,SUPPLY OF GTK BOXER SPARE PARTS,DEU,Orders Awarded,Q3Q4
NATO,2019,Germany,KRAUSS-MAFFEI WEGMANN GMBH & CO KG,90475.84,PROVISION OF SPARE PARTS FOR BOXER VEHICLE,DEU,Orders Awarded,Q3Q4
NATO,2019,Germany,KRAUSS-MAFFEI WEGMANN GMBH & CO KG,99251.04,SUPPLY OF GTK BOXER SPARE PARTS,DEU,Orders Awarded,Q3Q4
NATO,2019,Germany,KRAUSS-MAFFEI WEGMANN GMBH & CO KG,108049.76,SUPPLY OF GTK BOXER SPARE PARTS,DEU,Orders Awarded,Q3Q4
NATO,2019,Germany,KRAUSS-MAFFEI WEGMANN GMBH & CO KG,108785.6,SUPPLY OF GTK BOXER SPARE PARTS,DEU,Orders Awarded,Q3Q4
NATO,2019,Germany,KRAUSS-MAFFEI WEGMANN GMBH & CO KG,110154.24,SUPPLY OF SPARES FOR PHZ2000,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,KRAUSS-MAFFEI WEGMANN GMBH & CO KG,155257.76,PROCUREMENT OF BOXER VEHICLE SPARE PARTS,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,KRAUSS-MAFFEI WEGMANN GMBH & CO KG,167720.0,PROVISION OF SPARES FOR BOXER,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,KRAUSS-MAFFEI WEGMANN GMBH & CO KG,171799.04,PROVISION OF SPARE PARTS BOXER & MLRS,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,KRAUSS-MAFFEI WEGMANN GMBH & CO KG,174096.16,SUPPLY OF PANZER PZH2000 HOWITZER SPARES,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,KRAUSS-MAFFEI WEGMANN GMBH & CO KG,176019.2,SUPPLY OF PHZ2000 VEHICLE PARTS,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,KRAUSS-MAFFEI WEGMANN GMBH & CO KG,177319.52,SUPPLY OF PANZER PZH2000 HOWITZER SPARES,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,KRAUSS-MAFFEI WEGMANN GMBH & CO KG,180881.12,PROVISION OF SPARE PARTS FOR PzH2000,DEU,Orders Awarded,Q3Q4
NATO,2019,Germany,KRAUSS-MAFFEI WEGMANN GMBH & CO KG,182116.48,SUPPLY OF PANZER PZH2000 HOWITZER SPARES,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,KRAUSS-MAFFEI WEGMANN GMBH & CO KG,201062.4,PROVISION OF PZH2000 CONTROL UNIT  ARMAMENT,DEU,Orders Awarded,Q3Q4
NATO,2019,Germany,KRAUSS-MAFFEI WEGMANN GMBH & CO KG,229356.96,SUPPLY OF GTK BOXER SPARE PARTS,DEU,Orders Awarded,Q3Q4
NATO,2019,Germany,KRAUSS-MAFFEI WEGMANN GMBH & CO KG,234511.2,PROVISION OF TIRES FOR BOXER GTK VEHICLE,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,KRAUSS-MAFFEI WEGMANN GMBH & CO KG,260568.0,SUPPLY OF PANZER PZH2000 HOWITZER SPARES,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,KRAUSS-MAFFEI WEGMANN GMBH & CO KG,313919.2,SUPPLY OF GTK BOXER SPARE PARTS,DEU,Orders Awarded,Q3Q4
NATO,2019,Germany,KRAUSS-MAFFEI WEGMANN GMBH & CO KG,801524.64,PROVISION OF SPARE PARTS FOR BOXER VEHICLES,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,KRAUSS-MAFFEI WEGMANN GMBH & CO KG,824983.04,SUPPLY OF MRLS SPARES,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,KRAUSS-MAFFEI WEGMANN GMBH & CO KG,1118899.04,SUPPLY OF SUPPORT  LITTERS AND ADAPTER   LITTER  MOTOR VEHICLES,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,KRAUSS-MAFFEI WEGMANN GMBH & CO KG,1288883.68,PROVISION OF SPARE PARTS FOR PzH2000,DEU,Orders Awarded,Q3Q4
NATO,2019,Germany,MECHANISCHE WERKSTÄTTEN KOENIGSWART,210324.8,PROCUREMENT AND INSTALLATION OF SMALL ARMS BRASS GRANULATOR,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,MENNO CHEMIE-VERTRIEB GMBH,414220.8,PROVISION OF VENNO VET 1 SUPER DISINFECTION KIT,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,MTU FRIEDRICHSHAFEN GMBH,149556.96,PROVISION OF LEOPARD SPARE PARTS,DEU,Orders Awarded,Q3Q4
NATO,2019,Germany,PAAR LOGISTIK GMBH,110303.2,SUPPLY OF LEOPARD SPARE PARTS,DEU,Orders Awarded,Q3Q4
NATO,2019,Germany,PAAR LOGISTIK GMBH,114376.64,SUPPLY OF LEOPARD SPARE PARTS,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,PAAR LOGISTIK GMBH,284444.16,PROVISION OF SPARE PARTS FOR PzH2000,DEU,Orders Awarded,Q3Q4
NATO,2019,Germany,PAAR LOGISTIK GMBH,338094.4,PROVISION OF PZH2000 SHOCK ABSORBERS,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,RHEINMETALL LANDSYSTEME GMBH,542088.96,SUPPLY OF SPARES FOR PHZ2000,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,RHEINMETALL MAN MILITARY VEHICLES,158672.64,SUPPLY OF BOXER SPARE PARTS,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,RHEINMETALL MAN MILITARY VEHICLES,174787.2,PROVISION OF SPARE PARTS FOR BOXER,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,RHEINMETALL MAN MILITARY VEHICLES,198884.0,PROVISION OF SPARES PARTS AND MATERIAL IN SUPPORT OF RMMV EQUIPMENT AND SYSTEMS BOXER GTK,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,RHEINMETALL MAN MILITARY VEHICLES,315975.52,SUPPLY OF GTK BOXER SPARE PARTS,DEU,Orders Awarded,Q3Q4
NATO,2019,Germany,RHEINMETALL WAFFE MUNITION,95200.0,PROVISION OF SPARE PARTS FOR PzH2000,DEU,Orders Awarded,Q3Q4
NATO,2019,Germany,RHEINMETALL WAFFE MUNITION,95200.0,SUPPLY OF PANZER PZH2000 HOWITZER SPARES,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,RHEINMETALL WAFFE MUNITION,132068.16,PROVISION OF SPARE PARTS FOR PzH2000,DEU,Orders Awarded,Q3Q4
NATO,2019,Germany,RHEINMETALL WAFFE MUNITION,210104.16,PROVISION OF SPARE PARTS FOR PzH2000,DEU,Orders Awarded,Q3Q4
NATO,2019,Germany,RHEINMETALL WAFFE MUNITION,514500.0,SUPPLY OF SPARES FOR PHZ2000,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,RHEINMETALL WAFFE MUNITION,604773.12,PROVISION OF AMMUNITION,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,RHEINMETALL WAFFE MUNITION,2238321.12,PROVISION OF AMMUNITION,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,RHEINMETALL WAFFE MUNITION,3237472.0,PROVISION OF AMMUNITION,DEU,Orders Awarded,Q3Q4
NATO,2019,Germany,ROSENBAUER DEUTSCHLAND GMBH,451862.88,PROVISION OF TRUCK,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,RUAG DEFENCE DEUTSCHLAND GMBH,336000.0,INSPECTION AND REPAIR OF LEOPARD ITEMS,DEU,Outline Agreement,Q1Q2
NATO,2019,Germany,SCHROTH SAFETY PRODUCTS GMBH,91639.52,PROVISION OF SPARE PARTS BOXER,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,THALES DEUTSCHLAND GMBH (DITZINGEN),154304.64,SUPPLY OF DATA TRANSFER DEVICES,DEU,Orders Awarded,Q3Q4
NATO,2019,Germany,THALES DEUTSCHLAND GMBH (DITZINGEN),513606.24,PROVISION OF RADAR SPARE PARTS,DEU,Orders Awarded,Q3Q4
NATO,2019,Germany,VINCORION,451959.2,OVERHAULD OF EPP 150 KW,DEU,Orders Awarded,Q1Q2
NATO,2019,Germany,VINCORION,22400000.0,OVERHAUL  REPAIR  MODIFICATION OF PATRIOT GENERATORS AND ITS ASSEMBLIES/COMPONENTS AND ON-SITE MAINTENANCE,DEU,Outline Agreement,Q3Q4
NATO,2019,Germany,ZF FRIEDRICHSHAFEN AG,254741.76,SUPPLY OF GTK BOXER SPARE PARTS,DEU,Orders Awarded,Q3Q4
NATO,2019,Greece,ATCOR,784000.0,DLM  OSM AND PDS ON OPS  LSS AND TRSP ACCS SHELTERS,GRC,Outline Agreement,Q1Q2
NATO,2019,Greece,EUROPEAN FINANCE & AEROSPACE,53760000.0,LEASING OF MEDIUM LIFT FIREFIGHTING HELICOPTERS,GRC,Outline Agreement,Q1Q2
NATO,2019,Greece,PASS DEFENCE LIMITED,268800.0,SUPPLY OF TRAVELLING WAVE TUBE FOR AR- 51 SYSTEM,GRC,Orders Awarded,Q3Q4
NATO,2019,Greece,PLAN AERO SA,188104.0,SUPPLY OF FLASK RH  LH  HOUSING ASSY LH AND CARTRIDGE COMPLETE,GRC,Orders Awarded,Q1Q2
NATO,2019,Greece,SIAMIDIS,18816000.0,PROVISION OF COLD WEATHER CLOTHING RAIN SUITS,GRC,Outline Agreement,Q3Q4
NATO,2019,Greece,SIELMAN SA,91150.08,PROVISION OF HAWK SPARES,GRC,Orders Awarded,Q3Q4
NATO,2019,Greece,SIELMAN SA,107143.68,PROVISION OF HAWK CIRCUIT CARD ASSEMBLY,GRC,Orders Awarded,Q1Q2
NATO,2019,Greece,SIELMAN SA,109032.0,PROVISION OF HAWK SPARES,GRC,Orders Awarded,Q1Q2
NATO,2019,Greece,SIELMAN SA,114578.24,PROVISION OF HAWK SPARES,GRC,Orders Awarded,Q1Q2
NATO,2019,Greece,SIELMAN SA,150634.4,PROVISION OF HAWK SPARES,GRC,Orders Awarded,Q1Q2
NATO,2019,Greece,SIELMAN SA,162229.76,SUPPLY OF HAWK SPARES,GRC,Orders Awarded,Q1Q2
